title,content,url,,,,,,,,,
misha,"hello Liz, can you please let me know if we need to mention the name of the segments of a pie chart in the introduction just like we mention the name of categories in line graph ?&lt;br&gt;It isn?ôt related to what type of chart, graph or table you get. That is irrelevant. They are all the same in this respect. The issue is about the logic of how many categories there are to introduce and how lengthy (in words) each category is. If you have for example six sports, such as ?útennis, badminton, hockey, swimming, football and basketball?? then it?ôs logical to introduce them because that is only 7 words. But if the categories are ?úgoing shopping with friends, seeing a movie in a cinema etc etc. You can see that just one category has four or five words, not one word or two. So, if there are 6 categories with about four words each, then the list becomes over 20 words which is obviously just too long for a short report. So, if the list is too long or too many words, you can just say the number = ?úseven categories??&lt;br&gt;Hi Liz,&lt;br&gt;
Could you please help take a look at whether the following sentences are correct in the context? I?ôm not sure if I use ?úa decent rise??in an appropriate way here.&lt;br&gt;The amount of energy generated by coal accounted for 29.80% in 1995 and then went up to 30.93% in 2005. Similarly, the proportion of energy from gas increased from 29.63% to 30.31% in 2005. By contrast, production by nuclear and other sources witnessed a decent rise of around 4% to reach 10.10% and 9.10% respectively in 2005. &lt;br&gt;Thanks a lot! Wish you all the best:)&lt;br&gt;Lily from China&lt;br&gt;Hi Lily,&lt;br&gt;
I just wanted to ask when we writing the the academic writing task 1, is it ok to write our own opinion in the report?&lt;br&gt;An Academic Writing Task 1 should never contain an opinion. It is a factual report of the information given to you. You don?ôt interpret or add any information that isn?ôt present. Just report what is given.&lt;br&gt;The pie chart represent the proportion of various types of energy evolved of france between 1995 and 2005&lt;br&gt;After analysing the pie chart it can be clearly seen that the energy produced from petro was 29.27% but in later years it decreased by 10%. However nearly negligible difference can be seen for gases. Moreover, energy produced by nuclear was 6.40% and 10.10% in 1995 and 2005 year respectively, collectively 13% of the energy was evolved by the other gases &lt;br&gt;Further this pie chart depicts that, in 1995 it?ôs 29.98% for the coal whilst it slightly increases by 1%.&lt;br&gt;overall it is striking that that decrease in energy production is maximum in petro gas, on the other side increase in other gas and nuclear is more as compare to others.&lt;br&gt;Hello Liz,&lt;br&gt;,,,,,
I have bought your e book of 150 essays but i have not yet received it in my mail. I have paid for it. Do let me know why is it happening.&lt;br&gt;Thank you&lt;br&gt;,,,,,,,,,,,
suman&lt;br&gt;I?ôve just checked my records. Looks like you spelled your email address incorrectly. I?ôve just sent you an email to the correct email address that you are using in this website message. Take a look and let me know if you see it.&lt;br&gt;The two pie charts depict the contribution of five types of energy production during the years 1995 and 2005 in France.&lt;br&gt;Overall, the main contributors to energy production were gas and coal which accounted for more than half of the production, while nuclear and other kinds of energy were representing the least share in France. In all types of energy creation, there was only minimal growth over the  10 years duration.&lt;br&gt;The energy production of coal was 29.80%, which had grown to 30.93% within 10 years. The gas shared 29.63% in 1995 which merely increased to 30.31% in 2005.&lt;br&gt;In regards to the other energy products, petrol accounted for 10% fall from 29.27% in 1995 to 19.55% in 2005. Both the nuclear and other sectors of energy had grown with approximately 5% growth i.e 10% and 9.10%.&lt;br&gt;Hello Liz,&lt;br&gt;,,,,,
Is it possible for me to interpret this chart or any one on your website and I get feedback?&lt;br&gt;,,,,,,,,,,,
Because I am self studying and you?ôre my only guide.&lt;br&gt;Sorry, I don?ôt offer marking.&lt;br&gt;Woww:)&lt;br&gt;i love you liz&lt;br&gt;Is it right to use a phrase like ?òover the 10 years period??which gives the idea that it has changed gradually? Also, can we use words such as ?òtrend??when we only have data for only 2 years?  Is there a possibity that we lose marks for accuracy of data?&lt;br&gt;?úover the ten year period??does not give the impression of change at all. I don?ôt understand your comment. It simply means ?úover 10 years????it is a time phrase and nothing else.&lt;br&gt;,,,,,,,,,
A trend is something that happens over a period of time.&lt;br&gt;,,,,,,,,,,,
Accurate data is part of Task Achievement which is 25% of your marks.&lt;br&gt;,,,,,,,,,,,
Please go the Writing Task 1 section of this website because the band score information and more tips are available there. Use the HOME page to access it or the RED MENU BAR at the top of the website.&lt;br&gt;The chart give information about various production of enegry in france during 1995 to 2005 &lt;br&gt;It is noticeable that the production of gas coal and nuclear ,other source increase in futher&lt;br&gt;,,,,,,,,,,
 year.But manfuture of petrol is decline over half decads&lt;br&gt;Looking at the information in more detail the production of coal was highest in early year at 29.80% after 10 year it was rised merely by 1.31% and reached to 30.03% in 2005.however gas  was the second source of energy at 25.63% in 1995 and in later year it was grew only by 1% and it was accounted at 30.3% in 2005&lt;br&gt;with regard to other production of energy , increased pattern can seemed in both nuclear and other source by nearly 5% as it was accounted at 9.10% and 10.10% in 2005.By contrast ,the production of petrol in france was declined significantly by 10% from its 29.27% of the year 1995 by 2005 while it was only the source of energy to cut of its production.&lt;br&gt;Hi liz&lt;br&gt;,,,,,,,,,
please how do i logically structure my paragraphs if there are three bar charts, with three different data collated.&lt;br&gt;Greetings mam&lt;br&gt;,,,,,,,,,,
Can we write idioms like birds of a feather,bone of contention etc in writing task 2 ??&lt;br&gt;,,,,,,,,,,
Please mam help me&lt;br&gt;Some phrases are suitable for both formal and informal writing. Others are very clearly informal because they are so descriptive, such as ?úcool as a cucumber????very informal. If you are not sure an idiom is suitable, don?ôt use it. You can still get a high score by using other idiomatic language such as suitable phrasal verbs.&lt;br&gt;are we supposed to write the OVERALL statement immediately after the introduction or we can write at the end as a conclusion&lt;br&gt;See this page: &lt;br&gt;Hi,mam&lt;br&gt;,,,,,,,,
Overview is important in task 1.&lt;br&gt;For academic writing task 1, it is the most important paragraph that you will write.&lt;br&gt;Thank u so much Liz, your approach to questions teach me a lot&lt;br&gt;Thanks a lot. I love the way you answer your question&lt;br&gt;Hello Liz,&lt;br&gt;,,,,,,,,
I love your work. Thanks&lt;br&gt;The two pie charts represents different types of energy produced between 1995 and 2005 in France.&lt;br&gt;,,,,,,,,,,,
Overall, coal, gas and petrol were equal in number in 1995 however  after a decade production of petrol declined. Furthermore, nuclear and other energy also increased in production.&lt;br&gt;,,,,,,,,
In the year of 1995 coal accounts for 29.80% which produced more where as Gas and Petrol comprises of 29.63% and 29.27% respectively. And also, Nuclear production is 6.40% and other energy were 4.90%.&lt;br&gt;,,,,,,,,,,
After a decade, energy production rocketed except Petrol which reduced to 19.55%. Coal is 30.93% while gas is 30.31% which grows approximately 1% in both sources. However, Nuclear accounts for 10.10% and other energy production is 9.10% which is far more higher produced in a decade.&lt;br&gt;Good interpretation&lt;br&gt;Wow, you deserve a band score of 9 for this model ans ??&lt;br&gt;Liz.. The best Teacher&lt;br&gt;Hello mam&lt;br&gt;,,,,,,,,
Can i rephrase the introduction of task 1 in passive form. For example ?? The consumption of fules and the production of energy is represented in line graph during 2010.&lt;br&gt;,,,,,,,,,,,
Is it right method or not&lt;br&gt;It is not a normal way to write an introduction. The introduction is about the line graph ??and that means the subject of the sentence should be the line graph. You only use passive voice for particular reasons ??not because you think it might help your score. Using it at the wrong time will actually damage your score.&lt;br&gt;Best tutorial i have ever seen and come to knew, i&lt;br&gt;,,,,,,,,,,
became a profound in ielts. However, i was more keen towards your  ielts videos which help me a lot in writing task thank you madam for giving such a strategies which boost our confidence in real exam&lt;br&gt;Thanks a lot Liz. Your teaching is helpful&lt;br&gt;Best teacher&lt;br&gt;Thank you Liz for all your teachings. You happen to be one, if not the only, ielts teacher who is selfless and dedicated to her work. I finally made the scores I need after paying apt attention to your tutorials, mostly video subscriptions. Keep up the good work. YOU?ôRE THE BEST&lt;br&gt;Hi Liz,&lt;br&gt;,,,,,,
I hope you are well. I was just wondering if the term family is an acceptable alternative to the term parents in the context of paraphrasing. ??&lt;br&gt;,,,,,,,,,,,
Thanks in advanc&lt;br&gt;A family can include children which the word parents does not. A parent is a parent. It is not paraphrased. There are many other words in an essay that can be paraphrased ??select your paraphrases carefully.&lt;br&gt;letter only come in ielts general?&lt;br&gt;Correct.&lt;br&gt;Thank you so much mam&lt;br&gt;,,,,,,,,,,,
Your the best one to teach IELTS&lt;br&gt;,,,,,,,,,,,
Your lessons is very helpful to get high band in IELTS writing task 1 and 2.&lt;br&gt;,,,,,,,,,,,
God bless you ??&lt;br&gt;Hey Liz, is it necessary to write overall in task 1?&lt;br&gt;Yes. It is the most important paragraph in your writing task 1 report. This applies only to academic writing task 1.&lt;br&gt;Okay ma?ôam got it, thankyou ??&lt;br&gt;hlo mam??&lt;br&gt;,,,,,,,,,
you are amazing???èª&lt;br&gt;,,,,,,,,,,,
the way you teach is awesome???èª&lt;br&gt;Hi Liz- can we get bar, pie or line charts in general training exam? Should i prepare for them ?&lt;br&gt;GT writing task 1 is a letter only. If you go to the main writing task 1 page on this site, it is all explained.&lt;br&gt;which one is tough according to you ..GT or Academic ?&lt;br&gt;On the whole, the Academic IELTS test is more difficult ??but I?ôm sure there might be people who do not agree ??it?ôs a personal opinion.&lt;br&gt;Hello Liz,&lt;br&gt;Thank you for your great support to students who preparing for the IELTS.&lt;br&gt;Can we use this sentence in the overview paragraph instead of writing just ?úoverall???ùOverall, what stands out from the pie charts is?¶‚Ä?&lt;br&gt;It?ôs up to you but those words don?ôt add more to your score. They are not wrong or right ??they are just not particularly needed. If, however, you are worried about how writing enough words, they can be useful.&lt;br&gt;Hello Liz,&lt;br&gt;,,
Could I write 25 % as exactly a quarter instead of 25 %.&lt;br&gt;We use that language for pie charts which show the amount based on a whole. Be careful using too much pie chart language for a bar chart.&lt;br&gt;Hi Liz.&lt;br&gt;,,,,,,,,,,,
First of all thanks for this website. Every single word is a great help.&lt;br&gt;,,,,,,,,,,,
Do you mean we cannot use quarter, fifth etc in bar chart? Can you please explain more.&lt;br&gt;?úa quarter??means a quarter of a whole. Pie Charts show a whole, bar charts do not. It isn?ôt impossible to use for a bar chart, but it isn?ôt usual. A quarter is pie chart language.&lt;br&gt;Thanks for your reply.&lt;br&gt;,,,,,,,,
I get your point now. I guess I can use it when it describes accurately the bar chart, for example: the expenditure for item A is around a quarter of that of item B.&lt;br&gt;,,,,,,,,,,
I have my exam in 2 days. After getting 6.5 in writing in 4 exams ?ò¢ I hope this time I can get more than 7. Wish me luck.&lt;br&gt;,,,,,,,,,,,
Thanks again.&lt;br&gt;I wish you lots of luck!! Keep a logical approach to IELTS and don?ôt over-think. Also keep an eye on the clock for reading and writing to manage your time effectively. See this page too: &lt;br&gt; ??&lt;br&gt;Thank you for this point. Now I understand.&lt;br&gt;Hi, Mam&lt;br&gt;,,,,,,,,,,
Can we use conclusion at the end of body paragraphs rather than a overview in second paragraph?&lt;br&gt;,,,,,,,,,,,
Which will give high Band score?&lt;br&gt;It will not give a higher score. You can put the overview after the introduction or at the end ??it makes no difference to your score. Remember this is not an essay ??it is a report.&lt;br&gt;Hi Liz&lt;br&gt;,,,,,,,,,,,
First off all, there is no word for your wonderful work really appreciate thanks.&lt;br&gt;,,,,,,,,,,
One think to correct in the paragraph overall at the end of sentence is it 10 year period or 10 years period?&lt;br&gt;Always check articles (a/the). ?úa ten-year period?? The noun is ?úa period??&lt;br&gt;Thanks Liz..&lt;br&gt;(The phrase ?úUnits are measured in ?¶‚Ä¶‚Ä?should be used when the units have not been stated in the previous sentence)&lt;br&gt;,,,,,,,,,,,
"What do you mean of this tip?&lt;br&gt;?úThe graph shows the proportion of ?¶‚Ä? This already shows that the units are percentage ??you don?ôt need to to repeat it by writing ?úUnits are measured in percent??""",https://ieltsliz.com/ielts-pie-chart-task-1-model-score-9/,,,,,,,,,,
